id,categoryId,country,country_en,name,description,description_en,person,phone,email,website,wechat,logo,capacity,capacity_en,size,size_en,export,export_en,commitment,commitment_en,AR,AS,AT,AU,product,product_en
24,4,"博茨瓦纳","Botswana","Eana Safari Travel","Eana Safari Travel专注于为博茨瓦纳全境打造卓越的私人野生观光体验。我们的旅程包括喀拉哈里沙漠和奥卡万戈三角洲，再到沉浸式的钻石主题旅行。我们还通过博茨瓦纳标志性邮票向收藏家与旅行者展示博茨瓦纳的文化遗产，向顾客提供独特的文化纪念。我们的旅程始终秉持生态旅游与向善旅行理念，致力于创造融合文化、自然保护与社区共生的稀有体验。","Eana Safari Travel curates remarkable private safaris across Botswana - from the Kalahari and Okavango Delta to immersive diamond tourism journeys. We also showcase Botswana’s heritage through its iconic postage stamps, offering collectors and travellers a unique cultural keepsake. Our journeys champion eco-tourism and travel for impact, creating rare experiences that celebrate culture, conservation, and community.","Ms. Ella Motlhageng","+26771825493","hello@eanasafari.com","https://sites.google.com/eanasafari.com/home","wxid_atloqqxnfucb12","images/SME/Eana Safari Travel/logo.jpg","每趟旅程最少8晚","Minimum 8 nights per trip","3人","3 persons","美国、肯尼亚","United States, Kenya ","赞助位于博茨瓦纳马翁的一个孤儿和弱势儿童紧急救援中心","Sponsor towards an emergency rescue center for orphans and vulnerable children based in Maun, Botswana",,,,,"野外探险，钻石之旅，博茨瓦纳邮票","Wilderness Safaris,Diamond Tourism,Botswana Postage Stamps"
25,4,"博茨瓦纳","Botswana","Lebone Enterprise Development Agency","我们通过4temo项目提供可持续的农业综合解决方案，以科技与可持续性革新农业。我们的服务涵盖无人机与拖拉机作业、数据分析和土地修复。我们项目的创新优势在于为中小型农户提供易于使用的先进技术，从而优化农业操作、提升盈利能力并改善土壤健康。","We provide sustainable agribusiness solutions through the 4temo program by revolutionizing agriculture through technology and sustainability. Their services include drone and tractor operations, data analysis, and land restoration. The innovative advantage is empowering small and medium-sized farmers with accessible, advanced technology to optimize operations, increase profitability, and enhance soil health.","Mr. Abdullah Gaseitsiwe","+26772136725","abdul@lebone.co.bw","www.lebone.co.bw","Thutology","images/SME/Lebone Enterprise Development Agency/logo.jpg","耕季每月服务15个农场","15 farms per month during ploughing season","8人","8 persons","目前尚未开发出口服务","Not exporting services yet","可持续农业；提高社区盈利能力；社区知识传递与能力建设","Sustainable Agriculture. Increased Community profitability. Knowledge transfer & capacity building in communities",,,,,"农业服务","Agricultural services"
26,4,"喀麦隆","Cameroon","APP COMPANY LIMITED","App Company是一个充满活力的创新中心，我们致力于打造变革型的数字解决方案，用以应对现实世界的挑战。我们汇聚尖端科技、创意思维与行业智慧，致力于开发出能够创造真正影响力的项目。","APP Company Ltd is a dynamic innovation hub dedicated to creating transformative digital solutions that address real-world challenges. We bring together cutting-edge technology, creative thinking, and industry expertise to develop projects that make a difference.","Mr. Komtong Princely Tem","+237676111963","appcompanyltd@gmail.com","appcompanyltd.com","暂无","images/SME/APP COMPANY LIMITED/logo.jpg","暂无","","12人","12 persons","加纳，尼日利亚，中国","Ghana, Nigeria, China ","用数字化让非洲人民和全世界人民的生活更轻松。","To make the lives of Africans and the rest of the world easier and simper by digitization",,,,,"旅游软件，数字销售平台","Travada,Mindsmend"
27,4,"中非共和国","Central African Republic ","GBNM Systèmes Marketing Digital","公司业务包括对数字营销战略实施的管理，对采购、销售、商务及工业活动的管理，以及对所有与人力资源管理相关活动的管理。同时，我们制定合乎道德，易于达成，尊重客户的营销实践。我们以出口为目标，提高本地基础必需品的产量，并通过适应不同预算让所有人都负担得起。这些产品包括：消费品，农产品（木薯/树薯）。木薯作为主食，将被将被制成木薯粉或艺术产品。","Management of implementation of digital marketing strategies, acquisition, management, sales, commercial and industrial as well as all activities related to human resources management, developing ethical marketing practices that are accessible and respectful of customers and growing production of primary local necessities and with a view to exporting, making them affordable for all, adapting to the budget, (consumable, agricultural (cassava/manioc ) cassava staple food processed into flour , and artistic products).","Mr/s. Armel Goyoro","0023672401070 / 0023675575301","gbnm.sys@gmail.com","暂无","暂无","images/SME/GBNM Systèmes Marketing Digital/logo.jpg","38人","38 persons","4人","N°4 persons","喀麦隆","Cameroon ","人人都能享受当地社区发展和社会流动性，打击歧视，促进包容性和多样性。","Local community development and mobility for all and the fight against discrimination Promoting inclusion and diversity",,,,,"木薯/树薯，艺术产品","Cassava/ manioc,Artistic products"
28,4,"哥斯达黎加","Costa Rica ","Mar y Comercio","我们通过采购海产品，如保证质量的海鲜，回收利用海洋塑料等方式连接中国，中美洲以及加勒比地区。我们同时展开以下业务：1、当地社区协同开展企业社会责任项目（CSR）。2、实施减少碳排放和无塑料的运营转型。3、为可持续贸易提供市场研究，市场营销以及国际物流解决方案。","We connect China with Central America and the Caribbean through procurement of marine products such as responsible seafood and recycled marine plastics. We also develop: 1. Corporate social responsibility projects (CSR) with local communities; 2. Emission reduction and plastic-free transitions in operations; 3. Market research, marketing, and international logistics solutions for sustainable trade.","Ms. Marilyn Stephanie Valverde Salas","+50670113018 / +50661039879 ","marycomercioazul@gmail.com","https://marycomercio.com/","mvalverdecr / marycomercio","images/SME/Mar y Comercio/logo.jpg","按需提供服务","As required ","+5人","+5 persons","美国","United States ","我们的所有项目和服务都有助于海洋保护工作","All of our projects and services help ocean conservation efforts",,,,,"国际采购与物流","International Procurement & Logistics"
29,4,"厄瓜多尔","Ecuador ","KYRIOS CONSULTING INTEGRADORES TECNOLOGICOS KYRIOSCONS S.A","作为厄瓜多尔领先技术集成商，我们拥有20余年深厚经验。我们致力于提供量身打造的创新性数字解决方案，以推动商业转型和增长。我们的优势包括灵活，丰厚的经验，与ManageEngine， Kaspersky， Grandstream， Sangoma以及Elliot Cloud的战略合作关系，并以客户为中心，确保带来可量化的成果与长远的成功。","Leading technology integrator in Ecuador with over two decades of experience. We deliver tailored, innovative digital solutions that enhance business transformation and growth. Our strengths include flexibility, deep expertise, strategic partnerships with ManageEngine, Kaspersky, Grandstream, Sangoma, and Elliot Cloud, plus a customer-focused approach that ensures measurable results and long-term success.","Mr. Luis Almeida","+593995142505","lalmeida@kyrios.ec","www.kyrios.ec","wxid_l1etdhtd2um822","images/SME/KYRIOS/logo.jpg","每月部署10+定制企业级项目；管理服务方案下持续支持30+活动客户端。","Custom enterprise-level projects, 10+ deployments per month, plus ongoing support for 30+ active clients under managed service schemes","15人","15 persons","哥伦比亚、墨西哥、西班牙、美国、阿根廷、秘鲁","Colombia, Mexico, Spain, United States, Argentina, Peru ","为秉持可持续性与社会责任，我们与当地基金会合作，并获取了保护环境和支持弱势社区的证书。","We promote sustainability and social responsibility by partnering with local foundations and holding certifications that protect the environment and support vulnerable communities",,,,,"提供端到端的综合技术解决方案的专家：从数字化到统一通信、IT管理、网络安全、SaaS/ PaaS/ MSP解决方案和IT外包","Experts in delivering end‑to‑end, integrated tech solutions: from transformation digital to unified communications, IT management, cybersecurity, SaaS/PaaS/MSP solutions and IT outsourcing."
30,4,"厄瓜多尔","Ecuador","Promotick","Promotick总部位于厄瓜多尔，专注于忠诚度解决方案和全球采购。我们设计的创新方案能够加强客户关系，同时与值得信任的供应商建立业务。我们的优势在于灵活性，竞争性采购以及强大的供应商网络。我们将忠诚度专长和采购创新进行结合，帮助合作伙伴达到可持续增长和效率的目标。","Promotick, based in Ecuador, specializes in loyalty solutions and global sourcing. We design innovative programs that strengthen customer relationships while connecting businesses with trusted international suppliers. Our strengths lie in flexibility, competitive sourcing, and a strong supplier network. By combining loyalty expertise with sourcing innovation, we help partners achieve sustainable growth and efficiency.","Mr. Victor Almeida","+593978715120","valmeida@promotick.com / victorandres747@gmail.com","www.promotick.com","vican2294","images/SME/Promotick/logo.jpg","平台支持每月超300万活动用户","Platform capacity supporting 3 million active users monthly ","35人","35 persons","哥伦比亚、秘鲁、巴拿马、墨西哥、危地马拉、智利、玻利维亚","Colombia, Peru, Panama, Mexico, Guatemala, Chile, Bolivia ","道德采购，支持当地社区","Ethical sourcing, supporting local communities ",,,,,"忠诚度项目，激励平台，全球采购服务","Loyalty programs ,Incentive platforms ,Global sourcing service"
31,4,"埃及","Egypt","Dosy","Dosy是一个技术基础平台。我们通过滑板车和自行车培训，环保交通以及就业机会来为埃及女性赋能。我们可以线上预定，培训地点灵活，还增加了维修和自卫等服务。我们结合了妇女赋权，可持续流动性以及包容型经济机会，这也是我们的创新优势所在。","Dosy is a tech-based platform empowering women in Egypt through scooter and bicycle training, eco-friendly transport and job opportunities. We offer convenient online booking, flexible training locations, and added services like maintenance and self-defense. Our innovative edge lies in combining women’s empowerment with sustainable mobility and inclusive economic opportunities.","Mr/s. Nouran Farouk","+201021181364","info@dosybikes.com","https://dosybikes.com/","暂无","images/SME/Dosy/logo.jpg","每月500人","500 trainees/ month ","核心团队10人，外加300+教师","Core team of 10, with 300+ instructors ","暂无","","通过经济机会和无障碍环境增强女性权能；促进环保，可持续的交通方案；减少埃及的交通拥堵和空气污染","Women’s empowerment through economic opportunities and mobility access. Promotion of eco-friendly, sustainable transport solutions. Reducing traffic congestion and urban pollution in Egypt",,,,,"女性滑板车 & 自行车培训，环保服务","Women' scooter & bicycle training ,Eco-friendly services"
32,4,"洪都拉斯","Honduras","Grupo Gurús S.","Plazza.com是一个将中小微企业，企业家和品牌与本地及全球买家连接起来的数字市场。我们的平台整合了安全支付系统高效物流和用户友好的科技。我们向中小微企业，女性以及青年企业家们提供了使用数字工具和进入全球市场的通道。通过促进金融普惠、机会平均和可持续增长，我们帮助本地企业在国际上拥有一席之地，同时促进洪都拉斯和拉丁美洲之间的社区发展。","Plazza.com is a digital marketplace connecting MSMEs, entrepreneurs, and brands with local and global buyers. Our platform integrates secure payment systems, efficient logistics, and user-friendly technology. We give MSMEs, women, and young entrepreneurs access to digital tools and global markets. By promoting financial inclusion, equal opportunities and sustainable growth, we help transform local businesses into global players while fostering community development across Honduras and Latin America.","Mr. Arlon Oseguera Licona","+50432111211","arlon.oseguera@gurushonduras.com","www.plazza.com","Arlon_Osegueral_","images/SME/Grupo Gurús S/logo.jpg","每月1000—5000个","1000 — 5000 units/ month ","40人","40 persons","秘鲁、危地马拉、萨尔瓦多、巴拿马","Peru, Guatemala, El Salvador, Panama ","我们致力于减少数字鸿沟，为小企业，女性和青年企业家提供机会将商品销往全世界。","We work to reduce the digital gap and give opportunities to small businesses, women, and young entrepreneurs to sell their products around the world",,,,,"优质有机咖啡，优质有机巧克力，正宗手工纺织品，特产工艺娃娃","Premium organic coffee ,Fine organic chocolate ,Authentic handcrafted textiles,Unique artisan dolls"
33,4,"印度","India","Rootskart","Rootskart是一个农业科技诊断平台，提供AI，GIS，基于NDVI和NDWI分析的卫星遥感，用以监视农作物健康、水分胁迫和土壤状况。我们的优势在于精准、可扩展和易使用，为农民提供及时的可操作情报。我们以创新作为核心，驱动可持续农业，提升生产效益。","Rootskart is an agri-tech diagnostics platform offering AI, GIS, satellite-based insights with NDVI & NDWI analytics to monitor crop health, water stress and soil conditions. Our strength lies in precision, scalability and accessibility, giving farmers timely, actionable intelligence. With innovation at the core, we drive sustainable farming and higher productivity.","Mr. Susheel","+919741670371","susheelshetty@rootskart.in","www.rootskart.in","暂无","images/SME/Rootskart/logo.jpg","10万英亩/天","Up to 100,000 acres/ day ","10人","10 persons ","东南亚，东盟各国，阿拉伯联合酋长国","Southeast Asia, ASEAN, UAE ","促进可持续农业，增强小农权能","Promoting sustainable farming and empowering smallholder farmers",,,,,"融合了AI驱动的NDVI与NDWI的卫星作物诊断","Satellite-based crop diagnostics with AI-driven NDVI &NDWI insights"
34,4,"肯尼亚","Kenya","ASARAY TOURS LTD","AsaRay Tour为您量身定制野生观光旅行！秉持着可持续生态的理念，我们创造变革性的体验野生观光，让您沉浸在肯尼亚和东非的壮丽景观中。我们旨在激发人们对自然保护和当地社区的深刻认同，以非凡的待客之道为您带来愉悦，同时守护这片土地与社区的丰富文化遗产。","AsaRay Tours specialty is customized safari experiences! We create transformative safari experiences that immerse you in the majestic natural wonders of Kenya, East Africa and beyond with a commitment to sustainable ecotourism.  We aim to foster a deep appreciation for conservation and local communities, delighting you with exceptional hospitality while preserving the rich cultural heritage of our land and communities. ","Mr/s. Esther Omoche","+254721517455","sales@asaraytours.com","www.asaraytours.com","暂无","images/SME/ASARAY TOURS LTD/logo.jpg","每月20趟旅行","20 Tours/ month ","6人","6 persons","美国，德国，非洲","USA, Germany, Africa","可持续旅行 - 增强当地社区权能","Sustainable Travel - Empowering Local Communities ",,,,,"导游&野生观光","Tours & Safaris"
35,4,"肯尼亚","Kenya","VersaTech Global Solutions Ltd","VersaTech Global Solution是一家位于肯尼亚的科技中心，致力于开发创新的数字解决方案，旨在简化各个行业的业务流程。从智能物流系统到由人工智能驱动的平台，再到数字贸易便利化工具，VersaTech赋能出口商和进口商，以提升全球市场的效率、透明度和增长。","VersaTech Global Solutions is a Kenyan technology hub developing innovative digital solutions that simplify business processes across industries. From smart logistics systems and AI-driven platforms to digital trade facilitation tools, VersaTech empowers exporters and importers to enhance efficiency, transparency, and growth in global markets.","Mr. Denis Nzioka Muyo","+254712165017","denisnzioka63@gmail.com","versatechglobalsolutions.co.ke","wxid_zp7hzkn3vi6c22","images/SME/VersaTech Global Solutions Ltd/logo.jpg","每年50+企业级数字解决方案","50+ enterprise-level digital solutions annually","40+核心团队以及合作开发人员","40+ core team and partner developers","向非洲，亚洲以及欧洲的客户提供服务","Serving clients across Africa, Asia, and Europe","通过MaaTech青年倡议增强青年与妇女在科技方面的权能","Empowering youth and women in tech through the MaaTech Youth Initiative",,,,,"贸易科技解决方案","TradeTech Solutions"
36,4,"肯尼亚","Kenya","ZHONGKEN INTERNATIONAL HUMAN RESOURCES CONSULTING LTD","ZHONGKEN国际人力资源咨询公司是一家在肯尼亚为中资企业服务的一家领先的人力资源服务提供商，为在肯尼亚运营的中资企业提供员工外包、合同制造、工资处理和合规管理等服务，尤其在劳动密集型行业的灵活用工和供应链整合方面拥有专业优势。","A leading human resource service provider for Chinese-funded enterprises in Kenya.At Zhongken Consulting, cover staff outsourcing, contract manufacturing, payroll processing and compliance management for Chinese-funded enterprises operating in Kenya, with particular expertise in flexible employment and supply chain integration for labor-intensive industries.","Mr. Dennis Rugaita
Ms. Angela Wangeci","+254712079933
+254759152899","dennis.r@zhongkenhr.com / angela.r@zhongkenhr.com","www.zhongkenhr.com","wxid_akbyc7rmbtsx12 / cjt456","images/SME/ZHONGKEN INTERNATIONAL HUMAN RESOURCES CONSULTING LTD/logo.jpg","服务交付","Service Delivery","12000人","12000 persons","本地服务提供商","Local Service Provider"," 劳动关系、法律及法定合规性","Labour Relations, Legal and Statutory compliance",,,,,"人力资源管理与外包服务","Manpower management & outsourcing services"
37,4,"马拉维","Malawi","Sustainable Farming Solutions","一家位于马拉维的社会企业，旨在帮助小规模农户推动气候行动。通过“智能树”数字平台，通过社区主导的恢复项目生成并透明地追踪售前碳信用额度，创新之处在于将当地参与与严格监测相结合，以确保可追溯、高影响力且具有社会包容性的碳解决方案。","A Malawian social enterprise enabling smallholder farmers to drive climate action. Through Smart-Tree digital platform,generate and transparently track pre-sale carbon credits from community-led restoration.Innovation lies in combining local participation with rigorous monitoring ensuring traceable, high-impact, and socially inclusive carbon solutions.","Ms. Thembi UGANJA","+265995929372","thembi.uganja@sfsmw.org","www.sfsmw.org","暂无","images/SME/Sustainable Farming Solutions/logo.jpg","预计到 2027 年将有 61300 吨二氧化碳当量可供使用，此后每年将有 81000 吨二氧化碳当量可供使用","Proiected 61.300 tcO2e available in 2027, 81,000 tCO2e annually thereafter","12 名全职员工以及 150 多个社区合作伙伴","12 full-time staff and 150+ community partners","新兴市场的进入，来自欧洲和非洲的预售意向","Emerging market entry, pre-sale interest from Europe and Africa","增强小农户的生产能力、实现性别平等、促进青年就业、增强气候适应能力以及实现透明的利益分配","Empowering smallholder farmers, gender equity, youth employment, climate resilience and transparent benefit sharing",,,,,"由社区主导的恢复项目所产生的售前碳信用额度","Pre-sale carbon credits from community-led restoration projects"
38,4,"毛里求斯","Mauritius","Sphere Media Technologies Co Ltd","Sphere Media Technologies 是一家专注于品牌管理和数字营销的机构。以明智的方式助力企业发展。将创意、数据和技术相结合，以打造强大的品牌。推动可衡量的业绩表现，并产生持久的影响。从战略规划到执行过程，我们与客户携手合作，以提升透明度、增强参与度并促进增长。","Sphere Media Technologies is a strategic brand management and digital marketing agency. Grow businesses intelligently, blend creativity, data, and technology to build strong brands, drive measurable performance, and create lasting impact. From strategy to execution, partner with our clients to elevate visibility, engagement, and growth.","Mrs. Ranjana FOOGOOA","(+230)5710-3647","ranjana.foogooa""@spheremedialtd.com","https://spheremedia.mu","ranj-smf-mru","images/SME/Sphere Media Technologies Co Ltd/logo.jpg","不适用","Not applicable","15人","15 persons"," 出口型产品。我们与本地及国际品牌合作","Export-ready. We work with local and international brands","通过SME Mauritius为女性领导的中小微企业提供无偿培训。我们招募了2名贫困妇女，否则她们将成为个体经营者，收入不确定，但却能获得固定的每月工资收入。对社会影响项目的贡献——例如为失明儿童提供教育帮助，为公司礼品活动提供当地弱势工匠的服务。","Pro-bono training to women-led msmes through SME Mauritius. We omnloy 2 wulnorable womon who would otheruice havo hoon self-employed deriving uncertain income but instead receiving regular monthly salaried-income.Contribution to social impact proiects- e.g contribution to educating blind children, work will local vulnerable craftsmen for corporate gifting.",,,,,"战略品牌管理，数字营销，技术解决方案，内容创作","Strategic brand management,Digital marketing,Technology solutions,Content creation"
39,4,"墨西哥","Mexico","Business Facilitation and Trading Mexico","协助企业为在墨西哥、中国和中国香港的贸易及投资活动量身定制解决方案，提供国际商业项目设计与支持服务的咨询公司，专注于企业识别、规划与运营；产品与服务、国际市场营销；投资与贸易方面的咨询服务。","Assist enterprises in developing customized solutions for trade and investment in Mexico, China, and Hong Kong, China, Consulting firm that provides design and support for international business projects focusing on the identification, planning and operation of companies; products and services, international marketing; advisory for investment and trade compliance, contract manufacturing advisory; commercial representation: promotion. public and corporate affairs.","Ms. Karla Loyo","+52 5530465656","karla.loyo@bftmexico.com","https://bftmexico.com/","karlaloyoa","images/SME/Business Facilitation and Trading Mexico/logo.jpg","暂无","NA","10人","10 persons "," 中国/中国香港/墨西哥","China/Hong Kong, China/Mexico","通过增强我们的适应能力和采取应对气候变化的措施，来减少我们对环境的影响。","Reduce our environmental impact by increasing our resilience and climate change actions.",,,,,"墨西哥的投资与贸易合规情况，为国际业务项目提供设计与支持，促销、公共及企业事务","Investment and trade compliance in Mexico, provides design and support for international business projects, promotion, public and corporate affairs"
40,4,"尼泊尔","Nepal","Alternative Technology Pvt Ltd","Alternative Technology 是一家全球性的公司，专注于定制地毯的计算机图形创新技术，这极大地推动了定制地毯行业的发展，并改变了地毯的设计、生产及营销方式。我们的地毯软件套件是全球为数不多的用于设计和绘制地毯的标准之一。","Alternative Technology is a global company focused on computer graphics innovation for custom carpets that has significantly empowered the custom rug industry and has transformed the way carpets are designed, produced, and marketed. Our Carpet Software Suite is one of the very few global standards for designing and illustrating rugs.","Mrs. Padma Tara Tuladhar","+9779851200513","info@explorug.net","https://alternative.com.np/"," ptandukar","images/SME/Alternative Technology Pvt Ltd/logo.jpg","每月 60 个（用户）","60 units (users)/month","23人","23 persons","全球 200 个国家（欧洲、美国、印度、澳大利亚、英国）","Worldwide 200 countries (Europe, United States, India, Australia, UK) ","提升定制地毯制造商在设计、生产及营销方面的优势，以促进成本效益高且可持续发展的地毯产业的发展。","Enhance the design, production, and marketing canahillities of custom rug makers for facilitating a cost-effective and sustainable carpet industry.",,,,,"定制地毯设计软件","Custom carpet design software"
41,4,"巴基斯坦","Pakistan","ClassNotes SMC-Private Limited","世界一流的软件/产品开发团队，服务用户达 3500 万，我们的产品/软件开发专家团队拥有与顶尖国际企业和世界各地的多边组织的合作经验。我们将您的构想变为现实。我们的专长在于：人工智能工具、在线平台（网络/移动设备）、创业、教育。","World-class software/product development team serving 35 million users, our team of product/software development experts have experience of working with the top internationd corporations and multi-lateral organizations around the world. We bring your vision to the real world. Our expertise are in: Al Tools Online platforms (web/mobile), Entrepreneurship, Education.","Mr/s. Al-Hilal Yesha","+1(512) 666-1423","ozaal@class-notes.com","https://class-notes.com","暂无","images/SME/ClassNotes SMC-Private Limited/logo.jpg","暂无","","15人","15 persons","美国、德国、比利时","United States, Germany, Belgium","链接: https://www.linkedin.com/company/classnotesxyz","LinkedIn: https://www.linkedin.com/company/classnotesxyz",,,,,"产品开发服务，软件开发服务， 创业咨询","Product development services,Software development services,Entrepreneurship consultation"
42,4,"菲律宾","Philippines","Emottoons Animation and Gadgets Shop","Emottoons 动画工作室是一家位于菲律宾的 2D 外包工作室，致力于制作世界级的卡通、动漫和概念设计作品。我们专注于高质量、定制化的叙事方式，将创意与效率完美结合。我们的优势在于培养本土人才，将菲律宾的艺术风格与全球标准相结合，并为各类客户提供创新且经济高效的动画解决方案。","Emottoons Animation Studio is a Cebubased 2D outsourcing studio delivering world-class cartoons, anime, and concept designs. We specialize in high-quality, customized storytelling that balances creativity with efficiency. Our strength lies in nurturing local talent, combining Filipino artistry with globa standards, and offering innovative, costeffective animation solutions for diverse clients.","Mr.Philmore G. Amodia","+63 923 412 7779","info@emottoons.com","www.emottoons.com","wxid_h96k7c3eklqj22","images/SME/Emottoons Animation and Gadgets Shop/logo.jpg","30 分钟/月","30 minutes / Month ","30 至 40 名动画师","30-40 animators"," 美国、欧洲、中国、日本","United States, Europe, China, Japan","Emottoons 为当地艺术家提供了支持和助力","Emottoons empowers local artists ",,,,,"全部 2D 动画服务","All 2D animation services"
43,4,"特立尼达和多巴哥","Trinidad and Tobago","Siel Environmental Services Limited","Siel 环境咨询公司是一家总部位于加勒比地区的咨询机构，致力于通过实用且以人为本的解决方案来应对食物浪费问题。我们的核心项目“道哈减少浪费，变废为宝”旨在帮助政府、企业和个人减少浪费， 使用替代性处理方法，例如堆肥处理，能够节省成本。我们凭借其区域专业知识、创新培训以及激发持久变革的激励性方法而脱颖而出。","Siel Environmental is a Caribbean-based consultancy tackling food waste challenges with practical, people-centered solutions. Our flagship programme, Doh Waste Good Food, helps governments, businesses, and individuals reduce waste,use alternative processing methods e.g. composting and save money. We stand out for our regional expertise. innovative training, and empowering approach that inspires lasting change.","Mrs. SIAN CUFFY-YOUNG","+1-868-381-9937","info@sielenvironmental.com","www.sielenvironmental.com","暂无","images/SME/Siel Environmental Services Limited/logo.jpg"," 2个公司每月","2 COMPANIES/MONTH   ","3人","3 PERSONS","加勒比海","Caribbean","食品与有机废弃物管理倡导，通过书籍和项目提升儿童的废弃物素养","Advocacy in food and organic waste management,Children's waste literacy through books and programmes ",,,,,"食品与有机废弃物管理教育及咨询服务","Food & organic waste management education and consultancy"
44,4,"土库曼斯坦","Turkmenistan","IE ""Ganatly Mekan""","""Ganatly Mekan"" 是一个专注于个人成长与心理支持的咨询空间。我们提供各类工作坊和心理辅导课程，旨在拓展知识、促进内在成长。同时，我们协助人力资源部门寻找并选拔关键岗位的最适宜候选人。我们的使命是帮助个人发掘自身潜能并实现价值感。","""Ganatly Mekan"" is a consulting space dedicated to personal growth and psychological support. We offer a range of workshops and psychological sessions aimed at expanding knowledge and promoting inner growth. As well as supporting HR in finding and selecting the most suitable candidates for key roles. Our mission is to help individuals unlock their potential and find fulfillment.","Mrs. Bagty Annayeva","+99 361395707","bagtyannayeva@gmail.com","@ganat.tm.psy","wxid_751dbyuclese12","images/SME/IE Ganatly Mekan/logo.jpg","每月8-12次课程","8-12 session per month ","3人","3 persons"," 与俄罗斯、土耳其的线上会议","Online session with Russia, Turkey","支持特殊儿童母亲的志愿项目","Volunteering projects for support for moms of special kids ",,,,,"心理辅导与咨询课程","Psychological and couching sessions"
45,4,"乌干达","Uganda","Sumic IT Solutions Ltd.","非洲数字转型解决方案提供商，自2019年起，我们致力于发现、设计和开发先进的信息技术，并通过咨询服务将这些技术转化为为客户创造的价值。","Africa's Digital Transformation Solutions Provider. Since 2019,we discover, design and develop advanced informationd technology and translate that into value for our clients through consulting services.","Mr. Cirus Sumika","+256 753 926 542 /+256 787 269 229","info@sumicitsolutions.com","www.sumicitsolutions.com","暂无","images/SME/Sumic IT Solutions Ltd/logo.jpg","暂无","","20人","20 Persons"," 日本","Japan"," 通过创新技术解决方案赋能社区并塑造未来","Empowering communities & shaping the future through innovative technology solutions",,,,,"软件开发与咨询服务，移动应用开发， 网站设计与开发，  电子商务解决方案，数字营销， IT培训","Software development & consultancy,Mobile application development,Website design and development,E-commerce solutions,Digital marketing ,IT trainings"
46,4,"坦桑尼亚联合共和国","United Republic of Tanzania (the)","Food Elimu Africa","Food Elimu Africa 赋能东非农业企业实现世界级的食品安全、质量及认证标准，并确保其在当地以可负担的成本达成。凭借人工智能驱动的解决方案、精益专业知识以及实地咨询服务，我们助力开拓高端市场、降低成本并确保合规。我们的独特优势在于：全球专业经验、本地化创新以及将中小企业转变为全球竞争者的已证实的成功案例。","Food Elimu Africa empowers East African agro-enterprises to achieve world-class food safety, quality, and certification standards; locally and affordably. With Al-driven solutions, Lean expertise, and hands-on consulting, we unlock premium markets, cut costs, and ensure compliance. Our unique edge: global expertise, localized innovation, and proven success transforming SMEs into global competitors.","Mr. Kibunje Mageme KULWA","+255 752 860 208","info@foodelimu.co.tz","www.foodelimu.co.tz","wxid_bkjortboak7s22","images/SME/Food Elimu Africa/logo.jpg"," 视客户数量而定","Variable, depending on number of clients","< 10 人","< 10 people"," 美国、欧盟国家","United States, EU countries"," 赋能中小企业，守护地球家园，驱动繁荣发展","Empowering SMEs, Protecting Planet, Driving Prosperity",,,,,"培训，ISO实施， 认证审计","Training,ISO implementation,Certification auditing"
47,4,"津巴布韦","Zimbabwe","Forestry & Citrus Research","林业与柑橘研究（FACIR）在农林复合系统创新领域处于领先地位，融合了植树造林、生态金融科技以及人工智能驱动的树木生产与监测技术。FACIR的优势在于其可扩展的社区赋能解决方案，通过整合尖端技术，致力于改变非洲的环境、水果种植及经济格局。","Forestry & Citrus Research (FACIR) pioneers agroforestry innovation, blending reforestation, eco-fintech, and Al-driven tree production and monitoring. FACIR's strength lies in scalable, community-powered solutions that integrate cutting-edge tech to transform Africa's environmental, fruit farming and economic landscape. ","Mr. Takudzwa Ashley MLAMBO","+263779200157","tmlambo@facir.co.zw","https://www.facir.co.zw","暂无","images/SME/Forestry & Citrus Research/logo.jpg"," 每月50吨","50 tons/month","8人","8 persons","卢旺达、博茨瓦纳、英国","Rwanda, Botswana, United Kingdom"," 景观恢复","Landscape Restoration",,,,,"柑橘类水果：橙子、葡萄柚、柠檬、青柠，通过“plant master”应用获取碳积分","Citrus fruits: orange. nartjies, lemons, lime,Access to carbon credits through “plant master” app"
48,2,"布隆迪","Burundi","GREEN NATURAL COMPANY LTD","
GREEN NATURAL COMPANY LTD是一家提供优质绿色食品与贸易解决方案的公司。其从布隆迪和乌干达出口最优质的生鲜食品至欧洲/加拿大和美国。不久将进军中国市场。","GREEN NATURAL COMPANY LTD is providing Premium Green
Foods & Trading Solutions.Exporting the finest fresh foods from Burundi and Uganda to Europe, Canada, and America. VERY SOON TO CHINA.","Mr/s.NDUWIMANA","+257 61 288 321","info@eacgreen.com  gelase@eacgreen.com ","www.eacgreen.com","暂无","images/SME/GREEN NATURAL COMPANY LTD/logo.jpg","每月40柜哈斯鳄梨","Four 40 HQ of Hass Avocado per month","50人","50 persons","欧洲国家"," Europe contries","让我们的世界充满天然食品","Make our world fully with natural foods.",,,,,"哈斯鳄梨，绿色冷冻去皮香蕉     ，水果","Hass avocados,Green flozen babanas,Fruits"
